Customer,Gender,Age,Status,Income,How often do you visit Starbucks?,How do you usually enjoy Starbucks?,How much time do you normally  spend during your visit?,Do you have Starbucks membership card?,What do you most frequently purchase at Starbucks?,"On average, how much would you spend at Starbucks per visit?","How would you rate the quality of Starbucks compared to other brands (Coffee Bean, Old Town White Coffee..) to be:",How would you rate the price range at Starbucks?,How important are sales and promotions in your purchase decision?,"How would you rate the ambiance at Starbucks? (lighting, music, etc...)",You rate the WiFi quality at Starbucks as..,"How would you rate the service at Starbucks? (Promptness, friendliness, etc..)",How likely you will choose Starbucks for doing business meetings or hangout with friends?,How do you come to hear of promotions at Starbucks? Check all that apply.,Will you continue buying at Starbucks?
1864,Male,From 20 to 29,Student,"$50,000 - $100,000",Never,Drive-thru,More than 3 hours,No,Coffee,Between $15-$20,5,5,4,2,4,3,5,Social Media,Yes
1865,Female,Above 40,Self-Employed,"$25,000 - $50,000",Weekly,Take away,Between 1 hour to 2 hours,Yes,Coffee,Between $15-$20,2,2,1,2,1,2,4,Social Media;Through friends and word of mouth;Billboards,Yes
1866,Female,Below 20,Housewife,"More than $150,000",Monthly,Never,Between 1 hour to 2 hours,No,Coffee,Between $10-$15,3,1,2,1,2,5,2,Social Media,No
1867,Female,From 30 to 39,Housewife,"$25,000 - $50,000",Monthly,never,Below 30 minutes,No,Cold drinks,More than $20,1,4,4,1,1,2,2,Social Media,No
1868,Male,From 20 to 29,Housewife,"$25,000 - $50,000",Rarely,Dine in,Below 30 minutes,No,Coffee,More than $20,2,5,1,1,2,3,2,Starbucks Website/Apps;Social Media,No
1869,Male,Below 20,Student,"$25,000 - $50,000",Never,Take away,Between 30 minutes to 1 hour,No,Cold drinks;Juices;Pastries,Between $10-$15,5,5,3,5,2,4,4,In Store displays,Yes
1870,Female,Below 20,Employed,"$100,000-$150,000",Daily,Take away,Between 2 hours to 3 hours,No,Coffee,Between $15-$20,2,5,1,2,4,3,1,Starbucks Website/Apps;Social Media,Yes
1871,Male,From 20 to 29,Employed,"$100,000-$150,000",Never,Never ,Between 30 minutes to 1 hour,No,Coffee,Between $15-$20,1,3,5,2,4,2,3,Social Media,Yes
1872,Male,From 30 to 39,Employed,"$25,000 - $50,000",Monthly,Take away,More than 3 hours,No,Coffee,Between $10-$15,4,1,3,1,3,5,5,Starbucks Website/Apps;Social Media,Yes
1873,Male,Above 40,Employed,"More than $150,000",Weekly,Dine in,Below 30 minutes,Yes,Coffee,Between $10-$15,5,2,4,5,3,3,5,Social Media,Yes
1874,Female,From 30 to 39,Self-Employed,"More than $150,000",Weekly,Take away,Below 30 minutes,No,Coffee;Pastries,Less than $10,1,2,4,2,1,3,2,Starbucks Website/Apps;Social Media;Emails;Billboards,No
1875,Female,From 20 to 29,Employed,"Less than $25,000",Monthly,Dine in,Below 30 minutes,Yes,Coffee,Between $15-$20,1,2,1,4,4,5,5,Social Media,Yes
1876,Female,Below 20,Student,"$50,000 - $100,000",Monthly,Dine in,Between 1 hour to 2 hours,Yes,Coffee;Pastries,More than $20,4,1,5,1,3,5,3,Social Media,No
1877,Male,Above 40,Student,"$50,000 - $100,000",Monthly,Dine in,Between 1 hour to 2 hours,Yes,Cold drinks,Between $15-$20,1,3,5,1,2,5,5,Through friends and word of mouth,Yes
1878,Male,Above 40,Housewife,"$50,000 - $100,000",Never,Dine in,Between 1 hour to 2 hours,No,Coffee,Between $10-$15,4,4,1,4,5,5,2,"Social Media;Emails;Deal sites (fave, iprice, etc...);Through friends and word of mouth;In Store displays;Billboards",No
1879,Male,Below 20,Housewife,"$50,000 - $100,000",Weekly,Take away,More than 3 hours,Yes,Cold drinks,More than $20,5,1,3,4,4,5,5,Social Media;Through friends and word of mouth,No
1880,Male,From 20 to 29,Housewife,"More than $150,000",Never,Dine in,Between 1 hour to 2 hours,Yes,Cold drinks,Between $15-$20,5,5,4,5,2,4,5,Social Media,No
1881,Female,From 20 to 29,Self-Employed,"More than $150,000",Monthly,Dine in,More than 3 hours,No,Coffee,Between $10-$15,5,4,4,5,3,3,3,Social Media;In Store displays,No
1882,Female,From 20 to 29,Housewife,"$50,000 - $100,000",Monthly,Dine in,Between 30 minutes to 1 hour,Yes,Cold drinks,More than $20,1,3,1,1,4,4,3,Social Media;Through friends and word of mouth,Yes
1883,Female,From 20 to 29,Housewife,"$25,000 - $50,000",Weekly,Take away,Between 30 minutes to 1 hour,No,Cold drinks;Juices;Pastries,More than $20,4,3,3,3,2,1,4,"Starbucks Website/Apps;Social Media;Deal sites (fave, iprice, etc...);Through friends and word of mouth",Yes
1884,Male,Above 40,Self-Employed,"$25,000 - $50,000",Monthly,Dine in,More than 3 hours,No,Coffee,Between $15-$20,4,5,2,2,3,5,4,Social Media,No
1885,Male,Below 20,Employed,"Less than $25,000",Never,Take away,Below 30 minutes,No,Coffee,Between $15-$20,3,5,4,1,2,5,4,Social Media;Through friends and word of mouth,Yes
1886,Female,Above 40,Housewife,"$25,000 - $50,000",Rarely,Take away,Between 1 hour to 2 hours,No,Coffee,Between $10-$15,1,3,5,4,1,4,3,Starbucks Website/Apps,No
1887,Male,From 20 to 29,Student,"$50,000 - $100,000",Never,Dine in,Between 2 hours to 3 hours,Yes,Coffee;Cold drinks,Between $15-$20,5,1,1,3,3,4,3,In Store displays,Yes
1888,Male,From 30 to 39,Student,"$50,000 - $100,000",Rarely,Take away,Between 2 hours to 3 hours,No,Coffee,Between $15-$20,2,5,1,2,2,3,4,Through friends and word of mouth,Yes
1889,Female,From 30 to 39,Employed,"$25,000 - $50,000",Never,I dont like coffee,More than 3 hours,Yes,Coffee,Between $10-$15,2,1,5,1,4,4,2,Social Media,Yes
1890,Male,From 30 to 39,Employed,"$25,000 - $50,000",Daily,Drive-thru,Between 1 hour to 2 hours,Yes,Cold drinks,Between $15-$20,1,5,3,3,2,4,4,Starbucks Website/Apps;Social Media,Yes
1891,Female,Below 20,Self-Employed,"$50,000 - $100,000",Daily,Drive-thru,Between 1 hour to 2 hours,No,Coffee,Less than $10,3,4,2,2,3,5,5,Social Media,Yes
1892,Female,Below 20,Housewife,"More than $150,000",Rarely,Drive-thru,Below 30 minutes,Yes,Coffee;Cold drinks,Less than $10,5,3,4,4,4,2,5,In Store displays,No
1893,Female,Above 40,Housewife,"More than $150,000",Never,Dine in,Below 30 minutes,No,Coffee,Between $15-$20,3,5,2,4,2,1,4,Social Media,No
1894,Female,Above 40,Self-Employed,"Less than $25,000",Monthly,Drive-thru,Below 30 minutes,No,Coffee,Less than $10,2,1,4,5,3,4,3,Social Media;Through friends and word of mouth,No
1895,Female,Below 20,Employed,"$100,000-$150,000",Rarely,Dine in,Between 2 hours to 3 hours,Yes,Coffee,More than $20,5,5,5,4,3,5,2,Social Media,Yes
1896,Female,Above 40,Student,"More than $150,000",Never,Drive-thru,Between 30 minutes to 1 hour,No,Coffee,Between $15-$20,3,3,4,4,4,2,2,Through friends and word of mouth,No
1897,Male,From 20 to 29,Housewife,"Less than $25,000",Rarely,Drive-thru,Below 30 minutes,No,Coffee;Cold drinks;Pastries;Sandwiches,Between $15-$20,2,4,3,2,2,4,5,Starbucks Website/Apps;Social Media;Emails;Through friends and word of mouth,Yes
1898,Male,Below 20,Student,"$25,000 - $50,000",Never,Take away,More than 3 hours,Yes,Never,Between $15-$20,1,5,4,4,1,5,1,Never hear,No
1899,Male,Above 40,Housewife,"$50,000 - $100,000",Weekly,Never,Between 1 hour to 2 hours,No,Coffee,Between $10-$15,1,2,3,5,4,2,2,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1900,Female,From 20 to 29,Employed,"$25,000 - $50,000",Never,never,Below 30 minutes,Yes,Cold drinks,Between $10-$15,5,3,2,5,2,4,3,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes
1901,Female,From 30 to 39,Housewife,"$100,000-$150,000",Weekly,Dine in,Between 30 minutes to 1 hour,Yes,Coffee,Between $15-$20,4,5,4,1,2,2,3,Social Media;Through friends and word of mouth,No
1902,Male,Below 20,Employed,"Less than $25,000",Rarely,Take away,More than 3 hours,No,Coffee;Sandwiches,Between $10-$15,3,4,1,4,2,4,3,"Starbucks Website/Apps;Deal sites (fave, iprice, etc...)",No
1903,Female,From 30 to 39,Self-Employed,"$50,000 - $100,000",Never,Take away,More than 3 hours,No,Coffee,More than $20,5,4,1,3,4,4,4,Through friends and word of mouth,No
1904,Female,From 30 to 39,Employed,"$50,000 - $100,000",Weekly,Never ,Between 1 hour to 2 hours,No,Cold drinks,More than $20,2,4,1,2,4,2,2,Starbucks Website/Apps;Social Media,Yes
1905,Male,Below 20,Employed,"$100,000-$150,000",Weekly,Take away,Between 2 hours to 3 hours,No,Coffee;Cold drinks,More than $20,2,2,1,5,3,4,2,Social Media,No
1906,Male,From 20 to 29,Housewife,"$25,000 - $50,000",Never,Dine in,Between 2 hours to 3 hours,Yes,Coffee,Less than $10,1,4,5,1,3,2,1,"Social Media;Deal sites (fave, iprice, etc...);Through friends and word of mouth",Yes
1907,Male,From 20 to 29,Self-Employed,"$100,000-$150,000",Weekly,Take away,Below 30 minutes,No,Coffee,More than $20,2,3,2,1,4,1,5,Social Media;Emails;Through friends and word of mouth,Yes
1908,Male,From 20 to 29,Housewife,"More than $150,000",Monthly,Dine in,Between 1 hour to 2 hours,No,Coffee,More than $20,1,5,5,4,5,3,5,Social Media,No
1909,Female,Above 40,Housewife,"$100,000-$150,000",Daily,Dine in,Between 30 minutes to 1 hour,Yes,Coffee,Less than $10,4,2,4,4,2,2,5,Social Media;Through friends and word of mouth,Yes
1910,Female,From 30 to 39,Student,"$25,000 - $50,000",Daily,Dine in,Between 30 minutes to 1 hour,Yes,Cold drinks,Less than $10,3,2,4,5,4,3,5,"Social Media;Deal sites (fave, iprice, etc...)",No
1911,Female,Above 40,Employed,"$100,000-$150,000",Monthly,Dine in,Between 1 hour to 2 hours,Yes,Coffee,Between $10-$15,1,3,3,5,2,1,2,Starbucks Website/Apps,Yes
1912,Male,Above 40,Self-Employed,"More than $150,000",Rarely,Take away,More than 3 hours,Yes,Never buy any,More than $20,3,2,5,1,1,4,4,Starbucks Website/Apps,Yes
1913,Male,Below 20,Housewife,"More than $150,000",Never,Dine in,Between 2 hours to 3 hours,Yes,Cold drinks,Between $15-$20,5,1,3,4,3,1,4,Starbucks Website/Apps,Yes
1914,Female,From 30 to 39,Student,"Less than $25,000",Never,Dine in,More than 3 hours,No,Coffee,Less than $10,1,1,1,5,4,3,3,Social Media,No
1915,Male,Above 40,Student,"$50,000 - $100,000",Never,Take away,Below 30 minutes,Yes,Coffee,Less than $10,1,3,2,4,3,2,2,In Store displays,No
1916,Female,From 20 to 29,Student,"More than $150,000",Rarely,Dine in,Below 30 minutes,No,Jaws chip ,Between $15-$20,3,5,4,1,1,3,5,Starbucks Website/Apps;Emails,No
1917,Male,From 30 to 39,Self-Employed,"$50,000 - $100,000",Daily,Take away,Between 1 hour to 2 hours,No,Coffee,Less than $10,3,3,2,2,3,4,3,Social Media;Through friends and word of mouth,Yes
1918,Female,Above 40,Housewife,"$25,000 - $50,000",Rarely,Take away,Between 30 minutes to 1 hour,Yes,Coffee,Between $15-$20,1,2,2,5,1,3,5,Social Media;Through friends and word of mouth,No
1919,Female,Above 40,Self-Employed,"More than $150,000",Weekly,Dine in,Between 1 hour to 2 hours,No,cake ,Between $10-$15,1,2,5,5,1,3,2,Starbucks Website/Apps;Social Media;Through friends and word of mouth,Yes
1920,Female,Below 20,Housewife,"$50,000 - $100,000",Weekly,Take away,Below 30 minutes,Yes,Cold drinks,Less than $10,5,1,3,4,3,4,1,Starbucks Website/Apps,Yes
1921,Male,From 20 to 29,Student,"Less than $25,000",Never,I dont like coffee,More than 3 hours,No,Coffee,Less than $10,1,1,1,2,5,2,2,Emails,No
1922,Male,From 30 to 39,Employed,"Less than $25,000",Rarely,Drive-thru,Below 30 minutes,No,Coffee;Pastries,Between $10-$15,2,3,3,1,4,2,4,Starbucks Website/Apps;Social Media;Emails;Through friends and word of mouth,Yes
1923,Female,Above 40,Student,"More than $150,000",Weekly,Drive-thru,Between 2 hours to 3 hours,Yes,Coffee,Between $10-$15,3,2,2,4,1,2,2,Social Media,No
1924,Female,From 20 to 29,Student,"More than $150,000",Daily,Drive-thru,Between 2 hours to 3 hours,Yes,Coffee,Between $15-$20,3,1,1,2,5,5,5,Social Media;In Store displays,Yes
1925,Female,Below 20,Employed,"$50,000 - $100,000",Monthly,Dine in,Below 30 minutes,No,Coffee,More than $20,2,3,4,4,3,2,2,Social Media;Through friends and word of mouth,Yes
1926,Female,From 20 to 29,Student,"$50,000 - $100,000",Never,Drive-thru,Between 1 hour to 2 hours,Yes,Cold drinks,More than $20,5,3,3,3,2,5,4,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes
1927,Female,Above 40,Employed,"Less than $25,000",Daily,Dine in,Between 2 hours to 3 hours,No,Cold drinks,Between $10-$15,5,4,3,4,3,2,3,Social Media;Through friends and word of mouth,No
1928,Female,Above 40,Employed,"$50,000 - $100,000",Never,Drive-thru,More than 3 hours,No,Pastries,More than $20,2,4,1,5,1,4,2,Social Media,Yes
1929,Male,From 20 to 29,Housewife,"$25,000 - $50,000",Monthly,Drive-thru,Between 30 minutes to 1 hour,Yes,Coffee,More than $20,5,4,1,5,1,3,5,Starbucks Website/Apps;Emails,No
1930,Male,Below 20,Self-Employed,"$25,000 - $50,000",Monthly,Take away,Below 30 minutes,Yes,Coffee,Less than $10,2,2,2,1,3,4,5,Social Media,No
1931,Male,Below 20,Student,"More than $150,000",Never,Never,Between 1 hour to 2 hours,No,Cold drinks,Between $15-$20,3,4,2,2,5,2,1,Through friends and word of mouth,Yes
1932,Male,Above 40,Student,"Less than $25,000",Rarely,never,Between 30 minutes to 1 hour,Yes,Coffee,Between $15-$20,4,5,2,1,1,2,3,Through friends and word of mouth,Yes
1933,Male,Above 40,Self-Employed,"$25,000 - $50,000",Daily,Dine in,More than 3 hours,No,Coffee,Less than $10,4,1,3,4,1,1,1,Social Media;Emails,Yes
1934,Male,From 30 to 39,Student,"$50,000 - $100,000",Never,Take away,Between 30 minutes to 1 hour,Yes,Coffee;Pastries,Between $15-$20,2,4,3,5,2,2,4,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1935,Female,From 20 to 29,Housewife,"$50,000 - $100,000",Rarely,Take away,Between 2 hours to 3 hours,Yes,Pastries,Less than $10,4,3,5,2,1,2,1,Social Media;Emails,No
1936,Male,From 20 to 29,Student,"$50,000 - $100,000",Rarely,Never ,Between 2 hours to 3 hours,No,Cold drinks,More than $20,2,1,3,1,2,1,3,Starbucks Website/Apps,Yes
1937,Female,Above 40,Employed,"Less than $25,000",Weekly,Take away,Between 2 hours to 3 hours,No,Coffee,Between $15-$20,1,4,5,1,1,2,4,Starbucks Website/Apps;Social Media,Yes
1938,Male,Below 20,Self-Employed,"More than $150,000",Never,Dine in,Below 30 minutes,Yes,Cold drinks;Never,Between $15-$20,2,4,3,3,3,1,5,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1939,Male,Below 20,Self-Employed,"$100,000-$150,000",Weekly,Take away,Below 30 minutes,No,never,More than $20,5,5,3,1,4,2,5,Through friends and word of mouth,Yes
1940,Male,From 30 to 39,Self-Employed,"$50,000 - $100,000",Daily,Dine in,Between 1 hour to 2 hours,No,Coffee;Pastries,More than $20,3,2,4,1,5,4,2,Social Media,Yes
1941,Female,From 20 to 29,Student,"$50,000 - $100,000",Daily,Dine in,Between 30 minutes to 1 hour,No,Cold drinks,Between $15-$20,2,3,5,5,3,5,1,Social Media,No
1942,Female,From 20 to 29,Student,"$100,000-$150,000",Never,Dine in,Between 1 hour to 2 hours,Yes,Cold drinks,Between $10-$15,4,3,5,5,4,2,2,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes
1943,Female,Above 40,Employed,"$100,000-$150,000",Weekly,Dine in,Below 30 minutes,Yes,Nothing ,Between $15-$20,4,2,4,2,3,2,1,Billboards,No
1944,Female,Above 40,Self-Employed,"Less than $25,000",Rarely,Take away,Between 30 minutes to 1 hour,No,Cold drinks,More than $20,3,3,5,4,5,4,3,Social Media,Yes
1945,Male,Above 40,Employed,"$25,000 - $50,000",Never,Dine in,Between 1 hour to 2 hours,Yes,Cold drinks,More than $20,3,3,5,2,2,4,4,In Store displays,Yes
1946,Male,From 30 to 39,Self-Employed,"$50,000 - $100,000",Weekly,Dine in,Between 2 hours to 3 hours,No,Cold drinks,More than $20,2,2,2,4,1,1,3,Social Media;Through friends and word of mouth,Yes
1947,Female,Above 40,Self-Employed,"Less than $25,000",Monthly,Dine in,More than 3 hours,No,Cold drinks,More than $20,4,3,4,5,5,5,4,Social Media,No
1948,Male,From 20 to 29,Student,"More than $150,000",Monthly,Take away,Between 1 hour to 2 hours,No,Coffee,Less than $10,5,5,5,5,2,2,2,Starbucks Website/Apps;Social Media,Yes
1949,Male,Above 40,Employed,"$25,000 - $50,000",Weekly,Dine in,Between 1 hour to 2 hours,Yes,Coffee;Cold drinks;Juices;Pastries;Sandwiches,Between $15-$20,3,3,2,1,5,1,4,"Starbucks Website/Apps;Social Media;Emails;Deal sites (fave, iprice, etc...);Through friends and word of mouth;In Store displays;Billboards",Yes
1950,Male,Below 20,Self-Employed,"Less than $25,000",Rarely,Take away,Between 2 hours to 3 hours,Yes,Coffee;Cold drinks,More than $20,4,4,4,5,3,1,2,Social Media;Through friends and word of mouth;In Store displays,Yes
1951,Male,From 20 to 29,Self-Employed,"Less than $25,000",Monthly,Take away,More than 3 hours,No,Coffee,Less than $10,4,3,3,2,1,5,1,Social Media;Through friends and word of mouth;Billboards,No
1952,Male,From 30 to 39,Employed,"$25,000 - $50,000",Monthly,Dine in,Between 1 hour to 2 hours,No,Coffee,More than $20,1,5,5,2,1,3,1,In Store displays,No
1953,Male,Below 20,Self-Employed,"Less than $25,000",Monthly,Dine in,Between 1 hour to 2 hours,Yes,Coffee,More than $20,2,4,5,3,1,1,5,Through friends and word of mouth,No
1954,Male,Above 40,Employed,"Less than $25,000",Weekly,Take away,Below 30 minutes,No,Coffee,Between $10-$15,1,5,4,4,2,5,5,Social Media;Emails,Yes
1955,Male,Below 20,Student,"More than $150,000",Rarely,Dine in,Below 30 minutes,No,Coffee,Between $15-$20,1,3,3,4,5,5,1,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1956,Male,Above 40,Self-Employed,"$100,000-$150,000",Daily,Take away,Between 1 hour to 2 hours,No,Cold drinks,Between $15-$20,5,1,2,5,4,4,1,Social Media;Emails,No
1957,Female,From 30 to 39,Self-Employed,"Less than $25,000",Monthly,Take away,Below 30 minutes,No,Cold drinks,Less than $10,1,1,5,2,1,2,5,Starbucks Website/Apps,Yes
1958,Male,Below 20,Housewife,"Less than $25,000",Rarely,Dine in,Below 30 minutes,No,Pastries,Less than $10,1,5,1,5,1,2,4,Starbucks Website/Apps;Social Media,Yes
1959,Male,Above 40,Housewife,"$25,000 - $50,000",Rarely,Take away,Between 30 minutes to 1 hour,No,Coffee,Less than $10,4,2,5,5,5,2,1,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1960,Male,Above 40,Employed,"$25,000 - $50,000",Daily,I dont like coffee,Between 30 minutes to 1 hour,Yes,Coffee,Less than $10,1,5,5,1,5,5,2,Through friends and word of mouth,No
1961,Female,Above 40,Housewife,"$25,000 - $50,000",Weekly,Drive-thru,More than 3 hours,No,Cold drinks,Between $10-$15,1,3,4,2,3,1,1,Social Media,No
1962,Male,Below 20,Employed,"$100,000-$150,000",Weekly,Drive-thru,Between 30 minutes to 1 hour,Yes,Coffee,Less than $10,5,1,2,3,3,1,1,Social Media,Yes
1963,Male,Below 20,Student,"$50,000 - $100,000",Never,Drive-thru,More than 3 hours,No,Coffee,Between $15-$20,1,1,4,1,4,5,1,Social Media;Through friends and word of mouth;In Store displays;Billboards,Yes
1964,Male,From 30 to 39,Housewife,"$25,000 - $50,000",Monthly,Dine in,Between 30 minutes to 1 hour,No,Coffee;Pastries,Between $15-$20,4,1,4,1,5,1,3,Billboards,No
1965,Female,From 20 to 29,Employed,"More than $150,000",Rarely,Drive-thru,More than 3 hours,No,Pastries,More than $20,2,3,1,1,2,1,5,Social Media,No
1966,Female,From 20 to 29,Self-Employed,"$100,000-$150,000",Weekly,Dine in,Below 30 minutes,Yes,Cold drinks,Less than $10,3,4,2,1,1,4,5,In Store displays,No
1967,Male,From 30 to 39,Employed,"$50,000 - $100,000",Weekly,Drive-thru,Between 1 hour to 2 hours,Yes,Coffee,Between $10-$15,3,3,5,5,2,1,5,Social Media;Through friends and word of mouth,Yes
1968,Male,Below 20,Student,"Less than $25,000",Never,Drive-thru,Below 30 minutes,No,Cold drinks;Never,Between $10-$15,4,3,3,1,3,2,1,Social Media,No
1969,Male,From 20 to 29,Self-Employed,"$100,000-$150,000",Monthly,Take away,Below 30 minutes,Yes,never,Less than $10,1,2,1,4,2,5,3,Starbucks Website/Apps;Social Media,Yes
1970,Male,From 20 to 29,Employed,"$25,000 - $50,000",Daily,Never,More than 3 hours,No,Coffee;Pastries,More than $20,1,4,3,1,4,3,2,"Starbucks Website/Apps;Social Media;Emails;Deal sites (fave, iprice, etc...);Through friends and word of mouth;In Store displays;Billboards",Yes
1971,Female,Above 40,Employed,"More than $150,000",Monthly,never,Below 30 minutes,Yes,Cold drinks,Between $10-$15,1,2,3,4,4,4,1,Social Media;Through friends and word of mouth;In Store displays,No
1972,Female,Below 20,Student,"$100,000-$150,000",Monthly,Dine in,Between 1 hour to 2 hours,Yes,Cold drinks,Between $15-$20,5,3,3,2,4,2,5,Social Media;Through friends and word of mouth;Billboards,Yes
1973,Female,Below 20,Employed,"$100,000-$150,000",Weekly,Take away,More than 3 hours,Yes,Nothing ,Less than $10,4,1,2,4,5,1,4,In Store displays,No
1974,Male,From 30 to 39,Housewife,"More than $150,000",Rarely,Take away,Below 30 minutes,Yes,Cold drinks,Less than $10,3,1,2,4,2,3,5,Through friends and word of mouth,No
1975,Male,From 30 to 39,Housewife,"$50,000 - $100,000",Weekly,Never ,Between 1 hour to 2 hours,No,Cold drinks,More than $20,2,4,3,2,2,2,3,Social Media;Emails,Yes
1976,Male,Above 40,Employed,"$50,000 - $100,000",Never,Take away,Between 30 minutes to 1 hour,No,Coffee,Between $15-$20,5,4,1,2,3,5,4,Starbucks Website/Apps;Social Media;Through friends and word of mouth,No
1977,Female,From 20 to 29,Employed,"Less than $25,000",Rarely,Dine in,More than 3 hours,No,Coffee,More than $20,5,1,2,3,4,2,4,Social Media;Emails,No
1978,Female,From 20 to 29,Housewife,"$50,000 - $100,000",Weekly,Take away,Between 1 hour to 2 hours,Yes,Coffee,Less than $10,1,5,4,2,2,5,2,Starbucks Website/Apps,No
